phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
6552965,https://the100prosystems.com/wp-admin/css/colors/sunrise/Update/signin/myaccount/signin/?country.x=US&locale.x=en_US,http://www.phishtank.com/phish_detail.php?phish_id=6552965,2020-05-07T16:01:14+00:00,yes,2020-05-07T16:02:33+00:00,yes,Other
6554599,https://ahsanfeeds.com/css/35.180.20.1686494/sucursalpersonas.transaccionesbancolombia.com/mua/index.html,http://www.phishtank.com/phish_detail.php?phish_id=6554599,2020-05-08T14:05:31+00:00,yes,2020-05-08T14:15:28+00:00,yes,Other
6516222,https://agroxford.com/auth_comcast?user=nobody@mycraftmail.com&amp;email=nobody@mycraftmail.com,http://www.phishtank.com/phish_detail.php?phish_id=6516222,2020-04-20T02:02:41+00:00,yes,2020-04-20T02:06:03+00:00,yes,Other
6553729,https://bookitbaby.net/https/,http://www.phishtank.com/phish_detail.php?phish_id=6553729,2020-05-08T00:46:28+00:00,yes,2020-05-08T00:47:58+00:00,yes,Other
6342376,https://magalu3.xtechcommerce.com/home?fbclid=IwAR1KDowKymR1oiTRsRWwlg3lnV8Lf7ULESTb9t1ewsdHvHiNQuy-vkZmUIs,http://www.phishtank.com/phish_detail.php?phish_id=6342376,2020-01-02T19:17:10+00:00,yes,2020-01-02T19:17:43+00:00,yes,Other
6331401,http://kehutanan.umuslim.ac.id/libraries/phpass/Amazon-Update/zmzy1ymq=/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6331401,2019-12-22T22:44:43+00:00,yes,2019-12-22T22:45:49+00:00,yes,Other
6554683,https://online-suntrust-care.beebreelonserv.com/SunTrust/,http://www.phishtank.com/phish_detail.php?phish_id=6554683,2020-05-08T14:11:47+00:00,yes,2020-05-08T14:32:48+00:00,yes,Other
6494178,https://server730889.nazwa.pl,http://www.phishtank.com/phish_detail.php?phish_id=6494178,2020-04-08T15:58:47+00:00,yes,2020-04-12T09:17:00+00:00,yes,Other
6514603,http://advonationusa.com/wp-image/1/customer_center/customer-IDPP00C457/myaccount/index.php?cmd=login_submit&amp;id=0c3c757ecf46e574b71dda3d40e11bbd0c3c757ecf46e574b71dda3d40e11bbd&amp;session=0c3c757ecf46e574b71dda3d40e11bbd0c3c757ecf46e574b71dda3d40e11bbd,http://www.phishtank.com/phish_detail.php?phish_id=6514603,2020-04-19T07:00:49+00:00,yes,2020-04-19T12:44:15+00:00,yes,Other
6539107,http://52.87.127.10/bank/bankofamerica/bankofamerica/bankofamerica/login.php?cmd=login_submit,http://www.phishtank.com/phish_detail.php?phish_id=6539107,2020-04-30T14:04:50+00:00,yes,2020-04-30T14:57:19+00:00,yes,Other
6500889,https://ravinkondo.cloudaccess.host/Joomla.php,http://www.phishtank.com/phish_detail.php?phish_id=6500889,2020-04-12T11:36:20+00:00,yes,2020-04-12T11:38:12+00:00,yes,Other
6409053,http://snapchat.account.com.mx/,http://www.phishtank.com/phish_detail.php?phish_id=6409053,2020-02-19T06:04:34+00:00,yes,2020-02-23T05:45:46+00:00,yes,Other
6393124,http://spelectric.co.in/redirect/redirect.html,http://www.phishtank.com/phish_detail.php?phish_id=6393124,2020-02-08T22:32:52+00:00,yes,2020-02-10T02:43:52+00:00,yes,PayPal
6244608,https://admin.baragor.se/fx3/190.html,http://www.phishtank.com/phish_detail.php?phish_id=6244608,2019-10-18T01:16:47+00:00,yes,2019-10-18T01:17:36+00:00,yes,Microsoft
6554013,http://wavesetholdings.com/onedrive/,http://www.phishtank.com/phish_detail.php?phish_id=6554013,2020-05-08T04:00:37+00:00,yes,2020-05-08T04:01:48+00:00,yes,Other
6552541,http://cakeurl.com/sw3zY,http://www.phishtank.com/phish_detail.php?phish_id=6552541,2020-05-07T13:22:32+00:00,yes,2020-05-07T13:24:17+00:00,yes,"eBay, Inc."
6545186,http://halfmoonsmast.jrcasey.com/assets/js/hmmmm123/CHASE/assets/saved_resource.php,http://www.phishtank.com/phish_detail.php?phish_id=6545186,2020-05-04T02:42:31+00:00,yes,2020-05-04T02:45:05+00:00,yes,JPMorgan Chase and Co.
6492987,http://www.erb.org.zm/downloads/webadmin/made-in-chin-new/,http://www.phishtank.com/phish_detail.php?phish_id=6492987,2020-04-08T02:07:49+00:00,yes,2020-04-08T09:40:20+00:00,yes,Other
6074752,http://cheaproomsvalencia.com/Paypal/Support/ID-NUMB686/myaccount/signin/,http://www.phishtank.com/phish_detail.php?phish_id=6074752,2019-06-12T23:04:05+00:00,yes,2019-06-12T23:40:55+00:00,yes,Other
6271575,http://sonicaled.com/pdf/,http://www.phishtank.com/phish_detail.php?phish_id=6271575,2019-11-07T04:01:51+00:00,yes,2019-11-07T04:07:27+00:00,yes,Other
6483403,https://www.caviarkelp.com/adobe/acrobat/view.php?email=korea7453636@daum.net,http://www.phishtank.com/phish_detail.php?phish_id=6483403,2020-04-02T22:02:29+00:00,yes,2020-04-02T22:10:44+00:00,yes,Other
5876074,http://www.drying-machine.cn/cs/,http://www.phishtank.com/phish_detail.php?phish_id=5876074,2018-12-14T12:37:48+00:00,yes,2018-12-22T04:10:44+00:00,yes,Other
6497454,http://www.adplife.com/Scripts/range-6ukl/english%20newchn/newchn,http://www.phishtank.com/phish_detail.php?phish_id=6497454,2020-04-10T14:10:13+00:00,yes,2020-04-10T14:27:43+00:00,yes,Other
6445496,https://plumbing-la.com/wp-content/themes/hestia/redirect.php,http://www.phishtank.com/phish_detail.php?phish_id=6445496,2020-03-11T23:02:21+00:00,yes,2020-03-18T08:49:59+00:00,yes,Other
6530541,https://services.runescape.com-mx.ru,http://www.phishtank.com/phish_detail.php?phish_id=6530541,2020-04-26T18:09:51+00:00,yes,2020-04-26T18:10:37+00:00,yes,RuneScape
6446516,https://forms.gle/BMQ9NwncwntPit1w7,http://www.phishtank.com/phish_detail.php?phish_id=6446516,2020-03-12T14:06:02+00:00,yes,2020-03-12T23:12:58+00:00,yes,Other
6424830,http://bravobeveiliging-my.sharepoint.com/:o:/g/personal/r_bouman_bravobeveiliging_nl/EiAFjbDdqLtCmDXXRDBAJDsBhfR37KUsMUCacMgOxITRaA?e=DrnrdM,http://www.phishtank.com/phish_detail.php?phish_id=6424830,2020-02-29T00:00:46+00:00,yes,2020-03-09T07:13:44+00:00,yes,Other
5854364,http://www.houseoftiresbcs.com/Adobe/css/XML/PDF/georgetrent2941.html,http://www.phishtank.com/phish_detail.php?phish_id=5854364,2018-11-24T23:40:19+00:00,yes,2018-11-25T06:52:05+00:00,yes,Other
6511663,https://bit.ly/2VexvkI,http://www.phishtank.com/phish_detail.php?phish_id=6511663,2020-04-17T15:01:13+00:00,yes,2020-04-17T21:35:13+00:00,yes,Other
6151898,https://visitor.constantcontact.com/manage/update/genemail?v=001MDKVK-KV0oGx0m9pen7VfbkCi3JbQH6CxWt2KJR3Sl7ocoW5oVQfUoZzmwKGQRldBj3DIQx_njBG0dZpWmiUe3pcjeVlJWx69PrGVPLH5iJhUKaVM_65A10roateFGYI76L1_HFN7Js=,http://www.phishtank.com/phish_detail.php?phish_id=6151898,2019-08-07T16:28:57+00:00,yes,2020-04-21T09:40:09+00:00,yes,Other
6482555,http://hortipower.co.uk/recepit46/customer_center/customer-IDPP00C845/myaccount/signin,http://www.phishtank.com/phish_detail.php?phish_id=6482555,2020-04-02T13:00:20+00:00,yes,2020-04-02T14:15:21+00:00,yes,Other
6538293,https://cartoworld.co.ke/smsm/chase,http://www.phishtank.com/phish_detail.php?phish_id=6538293,2020-04-30T02:07:42+00:00,yes,2020-04-30T02:17:17+00:00,yes,Other
6554953,https://www.entraegypt.com/js,http://www.phishtank.com/phish_detail.php?phish_id=6554953,2020-05-08T17:00:27+00:00,yes,2020-05-08T17:02:04+00:00,yes,Other
5872298,http://houseoftiresbcs.com/Adobe/css/XML/PDF,http://www.phishtank.com/phish_detail.php?phish_id=5872298,2018-12-11T07:40:41+00:00,yes,2018-12-19T18:35:29+00:00,yes,Other
6538357,http://cartoworld.co.ke/smsm/chase/Logon.aspx/?LOB=RBGLogon,http://www.phishtank.com/phish_detail.php?phish_id=6538357,2020-04-30T02:12:27+00:00,yes,2020-04-30T02:26:42+00:00,yes,Other
6495198,http://www.monicasu.com/css/user2/made-in-china.com/made-in-chin-new%20dd/,http://www.phishtank.com/phish_detail.php?phish_id=6495198,2020-04-09T02:09:25+00:00,yes,2020-04-09T02:26:21+00:00,yes,Other
6549865,https://argag.com/News/step2.php,http://www.phishtank.com/phish_detail.php?phish_id=6549865,2020-05-06T09:05:23+00:00,yes,2020-05-06T09:17:12+00:00,yes,Other
6497528,http://centromusicalpaternense.es/wp-includes/css/,http://www.phishtank.com/phish_detail.php?phish_id=6497528,2020-04-10T14:15:48+00:00,yes,2020-04-10T14:40:03+00:00,yes,Other
6467461,http://doapositioning.com/wp-includes/access/chaseviewfunds/login.php?cmd=login_submit&amp;id=ea295a24d6556000f6a841b24741a9dcea295a24d6556000f6a841b24741a9dc&amp;session=ea295a24d6556000f6a841b24741a9dcea295a24d6556000f6a841b24741a9dc,http://www.phishtank.com/phish_detail.php?phish_id=6467461,2020-03-25T01:02:41+00:00,yes,2020-03-25T01:06:29+00:00,yes,Other
6198510,https://perfect-pin.com,http://www.phishtank.com/phish_detail.php?phish_id=6198510,2019-09-15T08:21:47+00:00,yes,2019-09-15T08:23:48+00:00,yes,Other
6545237,https://hsgdertnew.com/mazon/,http://www.phishtank.com/phish_detail.php?phish_id=6545237,2020-05-04T04:00:48+00:00,yes,2020-05-04T04:02:47+00:00,yes,Other
6430504,https://forms.gle/cYbSRnQUQmvkaCfD9,http://www.phishtank.com/phish_detail.php?phish_id=6430504,2020-03-03T17:57:20+00:00,yes,2020-03-05T23:38:51+00:00,yes,Other
6553500,http://paypal.account.com.cuteideas.gr/bef4c52350c6c1df21711028e0d91d97YmMxNDg5NzY0NDMzY2Q1Yzc4MjJiZTdlOWNmNzFmOTU=,http://www.phishtank.com/phish_detail.php?phish_id=6553500,2020-05-07T20:00:35+00:00,yes,2020-05-07T20:02:40+00:00,yes,Other
5919714,https://realfreakypedia.com/transfer/documents/edited/edited/mail.php?main_domain=http://mail.t-online.de&amp;email=@t-online.de&amp;subdomain=http://mail.t-online.de,http://www.phishtank.com/phish_detail.php?phish_id=5919714,2019-01-28T20:10:57+00:00,yes,2019-02-01T10:55:44+00:00,yes,Other
6339451,http://53.com-id9533371.thoughtoholics.net/en/signin.php?sslchannel=true&amp;sessionid=gfMyoD3lxfk7jpVXcrwzPjAjtxYnBE2STPqisuD0JX73n30zuw8kQJEjhDHShKKbzbu1F81o59stds2IYb2PVH9ckQ5CBQOa1ibGqd5wnxZB02jZemO94XloOr0phOAj7M,http://www.phishtank.com/phish_detail.php?phish_id=6339451,2019-12-30T14:01:49+00:00,yes,2020-01-07T17:04:16+00:00,yes,Other
6501024,http://35.188.36.185/chase/27-03-2020/locator.chase.com/website,http://www.phishtank.com/phish_detail.php?phish_id=6501024,2020-04-12T14:00:26+00:00,yes,2020-05-02T10:41:38+00:00,yes,Other
6494809,https://chiatena.zxy.me/resume/dir/auth/view/document/,http://www.phishtank.com/phish_detail.php?phish_id=6494809,2020-04-08T22:01:42+00:00,yes,2020-04-08T22:06:35+00:00,yes,Other
6364307,http://www.midyatmimaritas.com/gizlilik-politikasi/,http://www.phishtank.com/phish_detail.php?phish_id=6364307,2020-01-20T23:25:24+00:00,yes,2020-01-24T01:07:33+00:00,yes,"eBay, Inc."
6556435,https://jcarmoeventos.com.br/wp-content/ready/excelz/bizmail.php,http://www.phishtank.com/phish_detail.php?phish_id=6556435,2020-05-09T14:07:56+00:00,yes,2020-05-09T14:27:20+00:00,yes,Other
5677749,https://www.loginlogon.com/walmart-credit-card-login/,http://www.phishtank.com/phish_detail.php?phish_id=5677749,2018-05-26T21:20:51+00:00,yes,2018-06-11T16:09:48+00:00,yes,Other
5969360,http://www.jameshopecollege.edu.ng/webmail.html,http://www.phishtank.com/phish_detail.php?phish_id=5969360,2019-03-14T17:51:09+00:00,yes,2019-04-04T09:57:38+00:00,yes,Other
6554546,http://www.zonsa.biz/fd217f995302204010cefefda394d8e7/_warning,http://www.phishtank.com/phish_detail.php?phish_id=6554546,2020-05-08T14:01:55+00:00,yes,2020-05-08T14:06:36+00:00,yes,Other
6546346,http://www.decifra.com.br/at&amp;t-mail/ATT/a2190a7681c6fc02deafddb533cdb720/,http://www.phishtank.com/phish_detail.php?phish_id=6546346,2020-05-04T16:04:30+00:00,yes,2020-05-04T16:34:59+00:00,yes,Other
6344051,http://n-change.net.,http://www.phishtank.com/phish_detail.php?phish_id=6344051,2020-01-04T08:58:33+00:00,yes,2020-01-04T09:25:06+00:00,yes,Other
6104721,http://www.rishtapao.com/login/paypal/users/userID-55847/signin/?country.x=GB&amp;locale.x=en_GB&amp;Auth=%20mGTEqsFjfaZbT0QWtjooEUk2cILJqxgS40XkjcKF,http://www.phishtank.com/phish_detail.php?phish_id=6104721,2019-07-02T22:42:14+00:00,yes,2019-07-03T00:31:45+00:00,yes,PayPal
6484410,http://mdevents.in/js/min/.bin/mcc4tax/home/home/oneddrive,http://www.phishtank.com/phish_detail.php?phish_id=6484410,2020-04-03T14:02:07+00:00,yes,2020-04-03T14:08:05+00:00,yes,Other
6551195,http://51jianli.cn/images/?us.battle.net/login/en/...,http://www.phishtank.com/phish_detail.php?phish_id=6551195,2020-05-06T22:03:41+00:00,yes,2020-05-06T22:08:59+00:00,yes,Other
6551709,http://itsallaboutthetubmans.com/corporations/office_bg/,http://www.phishtank.com/phish_detail.php?phish_id=6551709,2020-05-07T02:10:08+00:00,yes,2020-05-07T02:22:22+00:00,yes,Other
5881623,http://rockysite.net/GetTokens/ios.php,http://www.phishtank.com/phish_detail.php?phish_id=5881623,2018-12-20T06:47:26+00:00,yes,2019-01-02T18:59:59+00:00,yes,Facebook
6339759,http://pd-iskra-lj.si/signin/customer_center/customer-IDPP00C544/myaccount/success/,http://www.phishtank.com/phish_detail.php?phish_id=6339759,2019-12-30T17:24:09+00:00,yes,2020-01-17T02:14:36+00:00,yes,PayPal
6497616,http://fareast.qa/wp/onedrive/7a0f492752e89cdbc505ab0148975f3e/,http://www.phishtank.com/phish_detail.php?phish_id=6497616,2020-04-10T14:21:30+00:00,yes,2020-04-10T14:54:52+00:00,yes,Other
6239530,http://fr.imsly.com/direct/aHR0cHM6Ly93d3cuZmFjZWJvb2suY29tL2ltcHJlc3Npb24ucGhwL2ZkYTk3YjM1ZWNjZjU4Lz9saWQ9MTE1JnBheWxvYWQ9JTdCJTIyc291cmNlJTIyJTNBJTIyanNzZGslMjIlN0Q-,http://www.phishtank.com/phish_detail.php?phish_id=6239530,2019-10-14T14:03:11+00:00,yes,2019-10-14T14:16:52+00:00,yes,Other
6446478,https://alergiaalpolen.com/authorization/home/d926cf7e8d38a1035e114c867104d218?cmd=login=www.chaseonline-com/account/service/chase-technical-department,http://www.phishtank.com/phish_detail.php?phish_id=6446478,2020-03-12T14:04:15+00:00,yes,2020-03-13T09:00:24+00:00,yes,Other
6552363,http://www.aottoim.com/wp-includes/rest-api/plots/amex/sett.php?cmd=login_submit&amp;;id=2de7027350a02838026fc075b189ab312de7027350a02838026fc075b189ab31&amp;;session=2de7027350a02838026fc075b189ab312de7027350a02838026fc075b189ab31,http://www.phishtank.com/phish_detail.php?phish_id=6552363,2020-05-07T12:02:54+00:00,yes,2020-05-07T12:13:26+00:00,yes,Other
6541130,https://forms.gle/NRA51asE8zyumJ7C9,http://www.phishtank.com/phish_detail.php?phish_id=6541130,2020-05-01T13:02:48+00:00,yes,2020-05-06T22:35:49+00:00,yes,Other
6471915,http://sohinteg.com/,http://www.phishtank.com/phish_detail.php?phish_id=6471915,2020-03-27T14:15:57+00:00,yes,2020-03-29T01:24:54+00:00,yes,Other
5897667,http://www.pathfinance.pro/cs/,http://www.phishtank.com/phish_detail.php?phish_id=5897667,2019-01-08T14:33:52+00:00,yes,2019-02-05T16:34:22+00:00,yes,Other
6542227,https://cutt.ly/digitallbcp,http://www.phishtank.com/phish_detail.php?phish_id=6542227,2020-05-02T02:37:21+00:00,yes,2020-05-02T02:39:02+00:00,yes,Other
3098005,http://albel.intnet.mu/File/,http://www.phishtank.com/phish_detail.php?phish_id=3098005,2015-04-08T09:20:41+00:00,yes,2015-04-10T11:34:11+00:00,yes,Other
6538530,https://new.timeclock365.com/https,http://www.phishtank.com/phish_detail.php?phish_id=6538530,2020-04-30T05:45:52+00:00,yes,2020-04-30T05:47:18+00:00,yes,Other
6530162,https://forms.gle/Kjagho44WWBoXFrV7,http://www.phishtank.com/phish_detail.php?phish_id=6530162,2020-04-26T14:10:01+00:00,yes,2020-05-02T06:10:00+00:00,yes,Other
6530347,https://ettalee.com/Singin,http://www.phishtank.com/phish_detail.php?phish_id=6530347,2020-04-26T16:09:49+00:00,yes,2020-04-26T16:11:03+00:00,yes,Other
6551465,https://wdestaques14.modelodeaproveitar.com/NsuEmegiBfZbA/297/prorgFudsjil/134220885/iphone-8-plus-64gb-silver-tela-5.5-ios-12-4g-camera-12-mp-apple,http://www.phishtank.com/phish_detail.php?phish_id=6551465,2020-05-07T00:32:03+00:00,yes,2020-05-07T00:42:46+00:00,yes,Other
6536810,http://gates.events/,http://www.phishtank.com/phish_detail.php?phish_id=6536810,2020-04-29T12:00:00+00:00,yes,2020-05-03T08:11:14+00:00,yes,Blockchain
6492953,http://webkc.dede.go.th/pic/mix/xfinity,http://www.phishtank.com/phish_detail.php?phish_id=6492953,2020-04-08T02:06:24+00:00,yes,2020-04-08T09:34:24+00:00,yes,Other
5685924,http://spiritofmambo.fr/szezln.html,http://www.phishtank.com/phish_detail.php?phish_id=5685924,2018-06-05T07:00:55+00:00,yes,2018-06-11T18:54:38+00:00,yes,Other
6309880,https://docs.google.com/forms/d/e/1FAIpQLSfBCLKhk4Mz-wlagvVSxf7-8dMOEtdOtBiUwiJvJVckUZplcQ/viewform?usp=sf_link,http://www.phishtank.com/phish_detail.php?phish_id=6309880,2019-12-06T15:47:02+00:00,yes,2019-12-15T07:37:31+00:00,yes,Other
6454174,https://www.ambious.com/wp-content/plugins/none/execel,http://www.phishtank.com/phish_detail.php?phish_id=6454174,2020-03-17T18:00:33+00:00,yes,2020-03-18T00:42:35+00:00,yes,Other
6208250,http://www.arlberg-skifuehrer.com/06BFE1092A068A329FD238558EB61EF4/,http://www.phishtank.com/phish_detail.php?phish_id=6208250,2019-09-22T21:51:09+00:00,yes,2019-10-18T22:25:42+00:00,yes,PayPal
6225934,https://sode-mape.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=6225934,2019-10-04T14:49:57+00:00,yes,2019-10-10T00:26:19+00:00,yes,Other
6532476,https://www.apple.com.hxsra.cn/ios4/,http://www.phishtank.com/phish_detail.php?phish_id=6532476,2020-04-27T15:07:09+00:00,yes,2020-04-27T15:08:14+00:00,yes,Apple
6515868,https://akilili.com/wp-includes/SimplePie/hwert1234/home.php?public/enroll/IdentifyUser-aspx-LOB=RBGLogon=MjEwNzI0MjgwNQ==MjEwNzI0MjgwNQ==&amp;session=MjEwNzI0MjgwNQ==MjEwNzI0MjgwNQ==,http://www.phishtank.com/phish_detail.php?phish_id=6515868,2020-04-19T19:02:43+00:00,yes,2020-04-19T19:10:56+00:00,yes,Other
6314559,http://vipdomainshop.com/.well-known/bankofamerica.com.login.update/update.html,http://www.phishtank.com/phish_detail.php?phish_id=6314559,2019-12-10T08:00:44+00:00,yes,2019-12-10T08:04:40+00:00,yes,Other
6546301,https://locksmail.com/vendor/psr/container/test/b/daum/,http://www.phishtank.com/phish_detail.php?phish_id=6546301,2020-05-04T16:02:03+00:00,yes,2020-05-04T16:17:04+00:00,yes,Other
6162484,http://art-sticker.fr/humby/librairies/manual/2b115aa3d6aa01df58b61d301ce4a5a8/,http://www.phishtank.com/phish_detail.php?phish_id=6162484,2019-08-16T13:17:57+00:00,yes,2019-08-16T13:27:18+00:00,yes,Other
5974991,http://busywithwork.com/wp-content/plugins/index/CapitalOne360/UpdateBanking.php,http://www.phishtank.com/phish_detail.php?phish_id=5974991,2019-03-18T20:55:44+00:00,yes,2019-04-30T10:37:01+00:00,yes,Other
6548190,https://atendimento-sac-pg.joomla.com/br/netflix/index.php?q=evscdjo3evsc-nlyy-evscnlyynlyy-z12xnlyy&s=evscdjo3evsc-nlyy-evscnlyynlyy-z12xnlyy&n=evscdjo3evsc-nlyy-evscnlyynlyy-z12xnlyy,http://www.phishtank.com/phish_detail.php?phish_id=6548190,2020-05-05T13:00:23+00:00,yes,2020-05-05T13:02:34+00:00,yes,Other
6555868,https://friendlycabdavis.com/wp-content/themes/hub/chase/chase/chase/login/auth.php,http://www.phishtank.com/phish_detail.php?phish_id=6555868,2020-05-09T07:01:44+00:00,yes,2020-05-09T07:03:12+00:00,yes,Other
5831412,http://exodus-group.org/upgrade/your/mailbox/mailbox/,http://www.phishtank.com/phish_detail.php?phish_id=5831412,2018-10-31T02:20:25+00:00,yes,2018-10-31T09:10:18+00:00,yes,Other
5540901,http://www.imxprs.com/free/verynize/secure-server,http://www.phishtank.com/phish_detail.php?phish_id=5540901,2018-03-20T11:21:18+00:00,yes,2018-03-25T21:13:50+00:00,yes,Microsoft
6552144,https://verificare.sella.corporateportal.aggiorniituoidati.com/banca-online/landing/helpcenter/servizi/,http://www.phishtank.com/phish_detail.php?phish_id=6552144,2020-05-07T09:05:09+00:00,yes,2020-05-07T09:06:02+00:00,yes,Other
6539476,https://tnlawexpress.com/contractdoc/Cdoc/,http://www.phishtank.com/phish_detail.php?phish_id=6539476,2020-04-30T16:01:13+00:00,yes,2020-04-30T16:03:14+00:00,yes,Other
6541639,https://funetwork.tv/Update_Your_Account/ch/signin,http://www.phishtank.com/phish_detail.php?phish_id=6541639,2020-05-01T15:50:19+00:00,yes,2020-05-01T15:52:36+00:00,yes,Other
6445227,https://columbiaps-my.sharepoint.com/personal/agerzen_cpsk12_org/_layouts/15/WopiFrame.aspx?guestaccesstoken=usNbE6yBJHo9h25fK68jTyI54oK8%2b9ELlr1aq%2fst9K8%3d&docid=1_1b3a9c7812c9d4683b1b5cc7fc8ae677d&wdFormId=%7BF32B5748%2D8761%2D4D74%2DB73E%2D295011A92875%7D&action=formsubmit&cid=84c7b00e-f,http://www.phishtank.com/phish_detail.php?phish_id=6445227,2020-03-11T20:26:07+00:00,yes,2020-04-06T07:13:09+00:00,yes,Other
5761455,http://profinishmi.com/dd/Upgrade/verify/mail.php?email=abuse@aslaviation.com,http://www.phishtank.com/phish_detail.php?phish_id=5761455,2018-08-24T07:46:15+00:00,yes,2018-08-25T18:43:17+00:00,yes,Other
6552383,http://tls.net.vn/.well-known/pki-validation/w/56131a/my/identity.php?cmd=_account&amp;dispatch=5885d80a13c0db1f8e051cb40a5393d96fec50118c72,http://www.phishtank.com/phish_detail.php?phish_id=6552383,2020-05-07T12:04:10+00:00,yes,2020-05-07T12:16:33+00:00,yes,Other
6450019,http://tapcollective.com/images/vbplaza/ajax_search.php/kgh/cug/?note=pv1u012a0fsmbef,http://www.phishtank.com/phish_detail.php?phish_id=6450019,2020-03-14T16:44:27+00:00,yes,2020-03-16T04:25:30+00:00,yes,Other
6528610,https://cutt.ly/UypebM8,http://www.phishtank.com/phish_detail.php?phish_id=6528610,2020-04-25T20:39:47+00:00,yes,2020-04-25T21:08:24+00:00,yes,PayPal
6506772,http://icloud.com-ltd.ru/,http://www.phishtank.com/phish_detail.php?phish_id=6506772,2020-04-15T11:01:56+00:00,yes,2020-05-01T06:50:56+00:00,yes,Other
5012972,http://sertyxese.myfreesites.net/,http://www.phishtank.com/phish_detail.php?phish_id=5012972,2017-05-22T14:26:35+00:00,yes,2017-06-25T05:15:10+00:00,yes,Other
1920647,http://yorki-style.ru/components/properties/iproperty/sales/Iproperty/index.htm,http://www.phishtank.com/phish_detail.php?phish_id=1920647,2013-07-05T11:48:53+00:00,yes,2017-04-01T11:44:47+00:00,yes,Other
6228952,http://fluidaccountants.co.uk/essen/pg/pge/Project/,http://www.phishtank.com/phish_detail.php?phish_id=6228952,2019-10-07T02:01:53+00:00,yes,2019-10-07T02:08:29+00:00,yes,Other
6539294,https://ringing-gangway.000webhostapp.com/nfcu/nfcu,http://www.phishtank.com/phish_detail.php?phish_id=6539294,2020-04-30T15:01:22+00:00,yes,2020-04-30T15:24:42+00:00,yes,Other
6549864,https://argag.com/News/step3.php,http://www.phishtank.com/phish_detail.php?phish_id=6549864,2020-05-06T09:05:19+00:00,yes,2020-05-06T09:17:12+00:00,yes,Other
6462871,https://thesamjain.com/assets/boa/BankOfAmerica2017/BankOfAmerica/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6462871,2020-03-22T18:00:50+00:00,yes,2020-03-22T18:04:10+00:00,yes,Other
6146339,http://jjj.snprobbx.pbz.r.de.a2ip.ru/legal,http://www.phishtank.com/phish_detail.php?phish_id=6146339,2019-08-03T05:55:20+00:00,yes,2020-05-01T09:40:43+00:00,yes,Other
6447304,http://createchsoft.com/wp-includes/js/crop/cm/,http://www.phishtank.com/phish_detail.php?phish_id=6447304,2020-03-12T21:03:27+00:00,yes,2020-03-12T21:11:52+00:00,yes,Other
6536317,http://pay-pal-deutschland.zxc301.com/029188,http://www.phishtank.com/phish_detail.php?phish_id=6536317,2020-04-29T02:16:20+00:00,yes,2020-04-29T02:43:00+00:00,yes,Other
